05/07 16:44:20 

Start checking PF & THDI curve.
Vin,Iout,Pin, Pout, PF, THDI
277, 0.0375, 14.6820879, 0.0, 0.0049597, 0.3401235
277, 0.0375, 14.6750064, 0.0, 0.0049854, 0.3418518
277, 0.0375, 13.2681666, 0.0, 0.0050032, 0.3343621
277, 0.0375, 0.3941295, 0.0, 0.0050294, 0.3399542
277, 0.0375, 0.3946116, 0.0, 0.0050340, 9.2968240
277, 0.0375, 0.3948945, 0.0, 0.0050374, 0.3403432
277, 0.0375, 0.3912289, 0.0, 0.0049964, 0.3413133
277, 0.0375, 0.3900532, 0.0, 0.0049835, 0.3363977
